Time [s], Analyzer Name, Decoded Protocol Result,,,
0.608550375,SPI,MOSI, 0x0000,  MISO, 0x9F84
0.608575417,SPI,MOSI, 0x0000,  MISO, 0x9F33
0.608600458,SPI,MOSI, 0x0000,  MISO, 0x38FF
0.6086255,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608644292,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608663042,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608681833,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608700583,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608719375,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608738125,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608756917,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608775667,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608794458,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.60881325,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608832,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608850792,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608869542,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608888333,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608907083,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608925875,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608944625,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608963417,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.608982167,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.609000958,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.609019708,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.6090385,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.60905725,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.609076042,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.609094792,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.609113542,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.609132292,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.684178625,SPI,MOSI, 0x2AD4,  MISO, 0xFFFF
0.684197167,SPI,MOSI, 0x0000,  MISO, 0xFFFF
0.684236792,SPI,MOSI, 0x2AD4,  MISO, 0xFFFF
0.684255333,SPI,MOSI, 0x0000,  MISO, 0x3FFF
0.684294917,SPI,MOSI, 0x2AD4,  MISO, 0xFFFF
0.684313375,SPI,MOSI, 0x0000,  MISO, 0x0FFF
0.684353292,SPI,MOSI, 0x2AD4,  MISO, 0xFFFF
0.684371833,SPI,MOSI, 0x0000,  MISO, 0x0FFF
0.684411417,SPI,MOSI, 0x2AD4,  MISO, 0xFFFF
0.684429958,SPI,MOSI, 0x0000,  MISO, 0x0FFF
0.684470333,SPI,MOSI, 0x4800,  MISO, 0xFFFF
0.684488833,SPI,MOSI, 0x3400,  MISO, 0xFF00
