Time [s], Analyzer Name, Decoded Protocol Result,,,
0.182265625,SPI,MOSI, 0x00,  MISO, 0x9F
0.182275125,SPI,MOSI, 0x00,  MISO, 0xD3
0.182283125,SPI,MOSI, 0x00,  MISO, 0x9F
0.182292625,SPI,MOSI, 0x00,  MISO, 0x99
0.182300625,SPI,MOSI, 0x00,  MISO, 0xA1
0.182310125,SPI,MOSI, 0x00,  MISO, 0xBD
0.182318125,SPI,MOSI, 0x00,  MISO, 0x82
0.182327625,SPI,MOSI, 0x00,  MISO, 0x84
0.182335625,SPI,MOSI, 0x00,  MISO, 0x6A
0.182345125,SPI,MOSI, 0x00,  MISO, 0x9F
0.182353125,SPI,MOSI, 0x00,  MISO, 0xC4
0.182362625,SPI,MOSI, 0x00,  MISO, 0x9F
0.182370625,SPI,MOSI, 0x00,  MISO, 0xCB
0.182380125,SPI,MOSI, 0x00,  MISO, 0x9F
0.182388125,SPI,MOSI, 0x00,  MISO, 0xA9
0.182397625,SPI,MOSI, 0x00,  MISO, 0x06
0.182405625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182415125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182423125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182432625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182440625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182450125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182458125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182467625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182475625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182485125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182493125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182502625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182510625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182520125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182528125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182537625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182545625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182555125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182563125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182572625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182580625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182590125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182598125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182607625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182615625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182625125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182633125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182642625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182650625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182660125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182668125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182677625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182685625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182695125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182703125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182712625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182720625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182730125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182738125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182747625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182755625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182765125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182773125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182782625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182790625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182800125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182808125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182817625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182825625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182835125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182843125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182852625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182860625,SPI,MOSI, 0x00,  MISO, 0xFF
0.182870125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182878125,SPI,MOSI, 0x00,  MISO, 0xFF
0.182961292,SPI,MOSI, 0x2A,  MISO, 0xFF
0.182969292,SPI,MOSI, 0xD4,  MISO, 0xFF
0.182978792,SPI,MOSI, 0x00,  MISO, 0xFF
0.182986792,SPI,MOSI, 0x00,  MISO, 0xFF
0.183199583,SPI,MOSI, 0x2A,  MISO, 0xFF
0.183207583,SPI,MOSI, 0xD4,  MISO, 0xFF
0.183217083,SPI,MOSI, 0x00,  MISO, 0xFF
0.183225083,SPI,MOSI, 0x00,  MISO, 0xFF
0.18325625,SPI,MOSI, 0x2A,  MISO, 0xFF
0.18326425,SPI,MOSI, 0xD4,  MISO, 0xFF
0.18327375,SPI,MOSI, 0x00,  MISO, 0xFF
0.18328175,SPI,MOSI, 0x00,  MISO, 0xFF
0.183311417,SPI,MOSI, 0x2A,  MISO, 0xFF
0.183319417,SPI,MOSI, 0xD4,  MISO, 0xFF
0.183328917,SPI,MOSI, 0x00,  MISO, 0xFF
0.183336917,SPI,MOSI, 0x00,  MISO, 0xFF
0.183366667,SPI,MOSI, 0x2A,  MISO, 0xFF
0.183374708,SPI,MOSI, 0xD4,  MISO, 0xFF
0.183384208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183392208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183421833,SPI,MOSI, 0x2A,  MISO, 0xFF
0.183429792,SPI,MOSI, 0xD4,  MISO, 0xFF
0.183439333,SPI,MOSI, 0x00,  MISO, 0xFF
0.183447292,SPI,MOSI, 0x00,  MISO, 0xFF
0.183477083,SPI,MOSI, 0x2A,  MISO, 0xFF
0.183485083,SPI,MOSI, 0xD4,  MISO, 0xFF
0.183494583,SPI,MOSI, 0x00,  MISO, 0xFF
0.183502583,SPI,MOSI, 0x00,  MISO, 0xFF
0.183534208,SPI,MOSI, 0x4A,  MISO, 0xFF
0.183542208,SPI,MOSI, 0x84,  MISO, 0xFF
0.183551708,SPI,MOSI, 0x96,  MISO, 0xFF
0.183559708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183569208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183577208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183586708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183594708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183604208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183612208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183621708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183629708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183639208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183647208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183656708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183664708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183674208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183682208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183691708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183699708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183709208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183717208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183726708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183734708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183744208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183752208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183761708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183769708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183779208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183787208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183796708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183804708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183814208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183822208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183831708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183839708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183849208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183857208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183866708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183874708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183884208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183892208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183901708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183909708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183919208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183927208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183936708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183944708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183954208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183962208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183971708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183979708,SPI,MOSI, 0x00,  MISO, 0xFF
0.183989208,SPI,MOSI, 0x00,  MISO, 0xFF
0.183997208,SPI,MOSI, 0x00,  MISO, 0xFF
0.184006708,SPI,MOSI, 0x00,  MISO, 0xFF
0.184014708,SPI,MOSI, 0x00,  MISO, 0xFF
0.184024208,SPI,MOSI, 0x00,  MISO, 0xFF
0.184032208,SPI,MOSI, 0x00,  MISO, 0xFF
0.184196417,SPI,MOSI, 0x4B,  MISO, 0xFF
0.184204417,SPI,MOSI, 0x84,  MISO, 0xFF
0.184213917,SPI,MOSI, 0x7F,  MISO, 0xFF
0.184221917,SPI,MOSI, 0x00,  MISO, 0x84
0.184231417,SPI,MOSI, 0x00,  MISO, 0x35
0.184239417,SPI,MOSI, 0x00,  MISO, 0xA0
0.184248917,SPI,MOSI, 0x00,  MISO, 0x00
0.184256917,SPI,MOSI, 0x00,  MISO, 0x00
0.184266417,SPI,MOSI, 0x00,  MISO, 0x02
0.184274417,SPI,MOSI, 0x00,  MISO, 0x00
0.184283917,SPI,MOSI, 0x00,  MISO, 0xB3
0.184291917,SPI,MOSI, 0x00,  MISO, 0x47
0.184301417,SPI,MOSI, 0x00,  MISO, 0x84
0.184309417,SPI,MOSI, 0x00,  MISO, 0x00
0.184318917,SPI,MOSI, 0x00,  MISO, 0x00
0.184326917,SPI,MOSI, 0x00,  MISO, 0x02
0.184336417,SPI,MOSI, 0x00,  MISO, 0x00
0.184344417,SPI,MOSI, 0x00,  MISO, 0x02
0.184353917,SPI,MOSI, 0x00,  MISO, 0x00
0.184361917,SPI,MOSI, 0x00,  MISO, 0x8E
0.184371417,SPI,MOSI, 0x00,  MISO, 0x3B
0.184379417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184388917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184396917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184406417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184414417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184423917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184431917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184441417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184449417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184458917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184466917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184476417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184484417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184493958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184501917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184511458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184519458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184528958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184536958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184546458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184554458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184563958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184571958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184581458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184589458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184598958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184606958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184616458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184624458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184633917,SPI,MOSI, 0x00,  MISO, 0xFF
0.184641958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184651417,SPI,MOSI, 0x00,  MISO, 0xFF
0.184659458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184668958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184676958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184686458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184694458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184703958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184711958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184721458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184729458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184738958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184746958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184756458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184764458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184773958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184781958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184791458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184799458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184808958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184816958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184826458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184834458,SPI,MOSI, 0x00,  MISO, 0xFF
0.184843958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184851958,SPI,MOSI, 0x00,  MISO, 0xFF
0.184892833,SPI,MOSI, 0x2A,  MISO, 0xFF
0.184900833,SPI,MOSI, 0xD4,  MISO, 0xFF
0.184910333,SPI,MOSI, 0x00,  MISO, 0xFF
0.184918333,SPI,MOSI, 0x00,  MISO, 0xFF
0.184956208,SPI,MOSI, 0x2A,  MISO, 0xFF
0.184964208,SPI,MOSI, 0xD4,  MISO, 0xFF
0.184973708,SPI,MOSI, 0x00,  MISO, 0xFF
0.184981708,SPI,MOSI, 0x00,  MISO, 0xFF
0.185194833,SPI,MOSI, 0x2A,  MISO, 0xFF
0.185202833,SPI,MOSI, 0xD4,  MISO, 0xFF
0.185212333,SPI,MOSI, 0x00,  MISO, 0xFF
0.185220333,SPI,MOSI, 0x00,  MISO, 0xFF
0.185251542,SPI,MOSI, 0x2A,  MISO, 0xFF
0.185259542,SPI,MOSI, 0xD4,  MISO, 0xFF
0.185269042,SPI,MOSI, 0x00,  MISO, 0xFF
0.185277042,SPI,MOSI, 0x00,  MISO, 0xFF
0.18530725,SPI,MOSI, 0x2A,  MISO, 0xFF
0.18531525,SPI,MOSI, 0xD4,  MISO, 0xFF
0.18532475,SPI,MOSI, 0x00,  MISO, 0xFF
0.18533275,SPI,MOSI, 0x00,  MISO, 0xFF
0.18536275,SPI,MOSI, 0x2A,  MISO, 0xFF
0.18537075,SPI,MOSI, 0xD4,  MISO, 0xFF
0.18538025,SPI,MOSI, 0x00,  MISO, 0xFF
0.18538825,SPI,MOSI, 0x00,  MISO, 0xFF
0.185418667,SPI,MOSI, 0x2A,  MISO, 0xFF
0.185426667,SPI,MOSI, 0xD4,  MISO, 0xFF
0.185436167,SPI,MOSI, 0x00,  MISO, 0xFF
0.185444167,SPI,MOSI, 0x00,  MISO, 0xFF
0.185476417,SPI,MOSI, 0x4B,  MISO, 0xFF
0.185484417,SPI,MOSI, 0x84,  MISO, 0xFF
0.185493917,SPI,MOSI, 0x7F,  MISO, 0xFF
0.185501917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185511417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185519417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185528917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185536917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185546417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185554417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185563917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185571917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185581417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185589417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185598917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185606917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185616417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185624417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185633917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185641917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185651417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185659417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185668917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185676917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185686417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185694417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185703917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185711917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185721417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185729417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185738917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185746917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185756417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185764417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185773917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185781917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185791417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185799417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185808917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185816917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185826417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185834417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185843917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185851917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185861417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185869417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185878917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185886917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185896417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185904417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185913917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185921917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185931417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185939417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185948917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185956917,SPI,MOSI, 0x00,  MISO, 0xFF
0.185966417,SPI,MOSI, 0x00,  MISO, 0xFF
0.185974417,SPI,MOSI, 0x00,  MISO, 0xFF
0.1862315,SPI,MOSI, 0x4C,  MISO, 0xFF
0.1862395,SPI,MOSI, 0x84,  MISO, 0xFF
0.186249,SPI,MOSI, 0xBE,  MISO, 0xFF
0.186257,SPI,MOSI, 0x00,  MISO, 0x84
0.1862665,SPI,MOSI, 0x00,  MISO, 0x02
0.1862745,SPI,MOSI, 0x00,  MISO, 0x00
0.186284,SPI,MOSI, 0x00,  MISO, 0xA7
0.186292,SPI,MOSI, 0x00,  MISO, 0x81
0.1863015,SPI,MOSI, 0x00,  MISO, 0xB3
0.1863095,SPI,MOSI, 0x00,  MISO, 0xA3
0.186319,SPI,MOSI, 0x00,  MISO, 0x84
0.186327,SPI,MOSI, 0x00,  MISO, 0x02
0.1863365,SPI,MOSI, 0x00,  MISO, 0x00
0.1863445,SPI,MOSI, 0x00,  MISO, 0xAB
0.186354,SPI,MOSI, 0x00,  MISO, 0x77
0.186362,SPI,MOSI, 0x00,  MISO, 0xA9
0.1863715,SPI,MOSI, 0x00,  MISO, 0x05
0.1863795,SPI,MOSI, 0x00,  MISO, 0xFF
0.186389,SPI,MOSI, 0x00,  MISO, 0xFF
0.186397,SPI,MOSI, 0x00,  MISO, 0xFF
0.1864065,SPI,MOSI, 0x00,  MISO, 0xFF
0.1864145,SPI,MOSI, 0x00,  MISO, 0xFF
0.186424,SPI,MOSI, 0x00,  MISO, 0xFF
0.186432,SPI,MOSI, 0x00,  MISO, 0xFF
0.1864415,SPI,MOSI, 0x00,  MISO, 0xFF
0.1864495,SPI,MOSI, 0x00,  MISO, 0xFF
0.186459,SPI,MOSI, 0x00,  MISO, 0xFF
0.186467,SPI,MOSI, 0x00,  MISO, 0xFF
0.1864765,SPI,MOSI, 0x00,  MISO, 0xFF
0.1864845,SPI,MOSI, 0x00,  MISO, 0xFF
0.186494,SPI,MOSI, 0x00,  MISO, 0xFF
0.186502,SPI,MOSI, 0x00,  MISO, 0xFF
0.1865115,SPI,MOSI, 0x00,  MISO, 0xFF
0.1865195,SPI,MOSI, 0x00,  MISO, 0xFF
0.186529,SPI,MOSI, 0x00,  MISO, 0xFF
0.186537,SPI,MOSI, 0x00,  MISO, 0xFF
0.1865465,SPI,MOSI, 0x00,  MISO, 0xFF
0.1865545,SPI,MOSI, 0x00,  MISO, 0xFF
0.186564,SPI,MOSI, 0x00,  MISO, 0xFF
0.186572,SPI,MOSI, 0x00,  MISO, 0xFF
0.1865815,SPI,MOSI, 0x00,  MISO, 0xFF
0.1865895,SPI,MOSI, 0x00,  MISO, 0xFF
0.186599,SPI,MOSI, 0x00,  MISO, 0xFF
0.186607,SPI,MOSI, 0x00,  MISO, 0xFF
0.1866165,SPI,MOSI, 0x00,  MISO, 0xFF
0.1866245,SPI,MOSI, 0x00,  MISO, 0xFF
0.186634,SPI,MOSI, 0x00,  MISO, 0xFF
0.186642,SPI,MOSI, 0x00,  MISO, 0xFF
0.1866515,SPI,MOSI, 0x00,  MISO, 0xFF
0.1866595,SPI,MOSI, 0x00,  MISO, 0xFF
0.186669,SPI,MOSI, 0x00,  MISO, 0xFF
0.186677,SPI,MOSI, 0x00,  MISO, 0xFF
0.1866865,SPI,MOSI, 0x00,  MISO, 0xFF
0.1866945,SPI,MOSI, 0x00,  MISO, 0xFF
0.186704,SPI,MOSI, 0x00,  MISO, 0xFF
0.186712,SPI,MOSI, 0x00,  MISO, 0xFF
0.1867215,SPI,MOSI, 0x00,  MISO, 0xFF
0.1867295,SPI,MOSI, 0x00,  MISO, 0xFF
0.186739,SPI,MOSI, 0x00,  MISO, 0xFF
0.186747,SPI,MOSI, 0x00,  MISO, 0xFF
0.186787375,SPI,MOSI, 0x2A,  MISO, 0xFF
0.186795375,SPI,MOSI, 0xD4,  MISO, 0xFF
0.186804875,SPI,MOSI, 0x00,  MISO, 0xFF
0.186812875,SPI,MOSI, 0x00,  MISO, 0xFF
0.186843458,SPI,MOSI, 0x2A,  MISO, 0xFF
0.186851458,SPI,MOSI, 0xD4,  MISO, 0xFF
0.186860958,SPI,MOSI, 0x00,  MISO, 0xFF
0.186868958,SPI,MOSI, 0x00,  MISO, 0xFF
0.186930458,SPI,MOSI, 0x2A,  MISO, 0xFF
0.186938458,SPI,MOSI, 0xD4,  MISO, 0xFF
0.186947958,SPI,MOSI, 0x00,  MISO, 0xFF
0.186955958,SPI,MOSI, 0x00,  MISO, 0xFF
0.187575792,SPI,MOSI, 0x2A,  MISO, 0xFF
0.187583792,SPI,MOSI, 0xD4,  MISO, 0xFF
0.187593292,SPI,MOSI, 0x00,  MISO, 0xFF
0.187601292,SPI,MOSI, 0x00,  MISO, 0xFF
0.187657417,SPI,MOSI, 0x2A,  MISO, 0xFF
0.187665417,SPI,MOSI, 0xD4,  MISO, 0xFF
0.187674917,SPI,MOSI, 0x00,  MISO, 0xFF
0.187682917,SPI,MOSI, 0x00,  MISO, 0xFF
0.187712792,SPI,MOSI, 0x2A,  MISO, 0xFF
0.187720792,SPI,MOSI, 0xD4,  MISO, 0xFF
0.187730292,SPI,MOSI, 0x00,  MISO, 0xFF
0.187738292,SPI,MOSI, 0x00,  MISO, 0xFF
0.187768,SPI,MOSI, 0x2A,  MISO, 0xFF
0.187776,SPI,MOSI, 0xD4,  MISO, 0xFF
0.1877855,SPI,MOSI, 0x00,  MISO, 0xFF
0.1877935,SPI,MOSI, 0x00,  MISO, 0xFF
0.187836625,SPI,MOSI, 0x4C,  MISO, 0xFF
0.187844625,SPI,MOSI, 0x84,  MISO, 0xFF
0.187854125,SPI,MOSI, 0xBE,  MISO, 0xFF
0.187862125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187871625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187879625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187889125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187897125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187906625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187914625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187924125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187932125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187941625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187949625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187959125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187967125,SPI,MOSI, 0x00,  MISO, 0xFF
0.187976625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187984625,SPI,MOSI, 0x00,  MISO, 0xFF
0.187994125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188002125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188011625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188019625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188029125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188037125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188046625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188054625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188064125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188072125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188081625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188089625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188099125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188107125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188116625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188124625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188134125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188142125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188151625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188159625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188169125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188177125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188186625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188194625,SPI,MOSI, 0x00,  MISO, 0xFF
0.188204125,SPI,MOSI, 0x00,  MISO, 0xFF
0.188212125,SPI,MOSI, 0x00,  MISO, 0xFF
