Time [s], Analyzer Name, Decoded Protocol Result,,,,,,,,,,
0.5757195,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757355,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757435,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757515,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757595,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757755,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757835,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757915,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5757995,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758155,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758235,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758315,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758395,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758555,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758715,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758795,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5758955,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759035,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759115,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759195,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759355,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759435,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5759515,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57732275,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57733075,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57736575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57737375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57740575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57741375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57744575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57745375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.5774965,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5775045,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57753675,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57754475,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.5775765,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5775845,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57762775,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57763575,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.577669,SPI,MOSI, 0x00,  MISO, 0x48,,,,,,,
0.577677,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.577685,SPI,MOSI, 0x00,  MISO, 0x8B,,,,,,,
0.577693,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577701,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577709,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577717,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577725,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577733,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577741,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577749,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577757,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577765,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577773,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577781,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577789,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577797,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577805,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577813,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577821,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577829,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577837,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577845,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577853,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577861,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577869,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577877,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577885,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577893,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577901,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577909,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577917,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577925,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577933,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577941,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577949,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577957,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577965,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577973,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577981,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577989,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.577997,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578005,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578013,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578021,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578029,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578037,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578045,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578053,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578061,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578069,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578077,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578085,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578093,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578101,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578109,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578117,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578125,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578133,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578141,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578149,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578157,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578165,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578173,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578181,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578189,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578197,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578205,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578213,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578221,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578229,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578237,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578245,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578253,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578261,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.578269,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5793535,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5793615,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.5793965,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5794045,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57943625,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57944425,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.579476,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.579484,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57952175,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57952975,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57956175,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57956975,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57960525,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57961325,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57964525,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.57965325,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.57968625,SPI,MOSI, 0x00,  MISO, 0x49,,,,,,,
0.57969425,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.57970225,SPI,MOSI, 0x00,  MISO, 0x62,,,,,,,
0.57971025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57971825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57972625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57973425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57974225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57975025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57975825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57976625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57977425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57978225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57979025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57979825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57980625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57981425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57982225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57983025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57983825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57984625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57985425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57986225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57987025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57987825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57988625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57989425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57990225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57991025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57991825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57992625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57993425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57994225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57995025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57995825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57996625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57997425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57998225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57999025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.57999825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58000625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58001425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58002225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58003025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58003825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58004625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58005425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58006225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58007025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58007825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58008625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58009425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58010225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58011025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58011825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58012625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58013425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58014225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58015025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58015825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58016625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58017425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58018225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58019025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58019825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58020625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58021425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58022225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58023025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58023825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58024625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58025425,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58026225,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58027025,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58027825,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58028625,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5813475,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5813555,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58139025,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.58139825,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58143,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.581438,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58147,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.581478,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.5815155,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5815235,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.5815555,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5815635,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.581599,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.581607,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.581639,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.581647,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58168,SPI,MOSI, 0x00,  MISO, 0x4A,,,,,,,
0.581688,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.581696,SPI,MOSI, 0x00,  MISO, 0x76,,,,,,,
0.581704,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581712,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58172,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581728,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581736,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581744,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581752,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58176,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581768,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581776,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581784,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581792,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5818,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581808,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581816,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581824,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581832,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58184,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581848,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581856,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581864,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581872,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58188,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581888,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581896,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581904,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581912,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58192,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581928,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581936,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581944,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581952,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58196,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581968,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581976,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581984,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.581992,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582008,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582016,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582024,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582032,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58204,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582048,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582056,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582064,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582072,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58208,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582088,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582096,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582104,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582112,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58212,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582128,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582136,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582144,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582152,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58216,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582168,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582176,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582184,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582192,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.5822,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582208,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582216,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582224,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582232,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58224,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582248,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582256,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582264,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.582272,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58228,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.58334275,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.58335075,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58338525,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.58339325,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58342525,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.58343325,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.583465,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.583473,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.5835155,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.5835235,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.58355575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.58356375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.583606,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.583614,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.583646,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.583654,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.583687,SPI,MOSI, 0x00,  MISO, 0x4B,,,,,,,
0.583695,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.583703,SPI,MOSI, 0x00,  MISO, 0x9F,,,,,,,
0.583711,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583719,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583727,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583735,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583743,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583751,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583759,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583767,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583775,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583783,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583791,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583799,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583807,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583815,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583823,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583831,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583839,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583847,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583855,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583863,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583871,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583879,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583887,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583895,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583903,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583911,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583919,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583927,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583935,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583943,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583951,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583959,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583967,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583975,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583983,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583991,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.583999,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584007,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584015,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584023,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584031,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584039,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584047,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584055,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584063,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584071,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584079,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584087,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584095,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584103,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584111,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584119,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584127,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584135,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584143,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584151,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.584159,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
