Time [s], Analyzer Name, Decoded Protocol Result,,,,,,,,,,
0.2720675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2720755,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2720835,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2720915,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2720995,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721155,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721235,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721315,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721395,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721555,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721715,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721795,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2721875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.273321,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.273329,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.273364,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.273372,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27340375,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27341175,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27344375,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27345175,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27349475,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27350275,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.273535,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.273543,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27358625,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27359425,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2736265,SPI,MOSI, 0x00,  MISO, 0x31,,,,,,,
0.2736345,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2736675,SPI,MOSI, 0x00,  MISO, 0x47,,,,,,,
0.2736755,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.2736835,SPI,MOSI, 0x00,  MISO, 0xCF,,,,,,,
0.2736915,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2736995,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737155,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737235,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737315,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737395,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737555,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737715,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737795,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2737955,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738035,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738115,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738195,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738355,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738435,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738515,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738595,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738755,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738835,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738915,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2738995,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739155,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739235,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739315,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739395,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739555,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739715,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739795,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2739955,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740035,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740115,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740195,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740355,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740435,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740515,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740595,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740755,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740835,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740915,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2740995,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741155,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741235,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741315,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741395,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741555,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741715,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741795,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2741955,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742035,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742115,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742195,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742355,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742435,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742515,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742595,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.2742675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27571975,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27572775,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27576275,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27577075,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27580775,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27581575,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.275859,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.275867,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.275899,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.275907,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27593875,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27594675,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2759785,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.2759865,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27601825,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27602625,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27607,SPI,MOSI, 0x00,  MISO, 0x48,,,,,,,
0.276078,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.276086,SPI,MOSI, 0x00,  MISO, 0x8B,,,,,,,
0.276094,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276102,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27611,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276118,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276126,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276134,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276142,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27615,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276158,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276166,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276174,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276182,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27619,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276198,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276206,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276214,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276222,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27623,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276238,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276246,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276254,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276262,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27627,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276278,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276286,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276294,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276302,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27631,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276318,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276326,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276334,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276342,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276358,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276366,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276374,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276382,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27639,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276398,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276406,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276414,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276422,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27643,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276438,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276446,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276454,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276462,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27647,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276478,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276486,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276494,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276502,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27651,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276518,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276526,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276534,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276542,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27655,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276558,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276566,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276574,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276582,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27659,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276598,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276606,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276614,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276622,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27663,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276638,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276646,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276654,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.276662,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27667,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27773225,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27774025,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.277775,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.277783,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27782625,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27783425,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2778665,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.2778745,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27790625,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27791425,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.277946,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.277954,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.277986,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.277994,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27802575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27803375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.278067,SPI,MOSI, 0x00,  MISO, 0x49,,,,,,,
0.278075,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.278083,SPI,MOSI, 0x00,  MISO, 0x62,,,,,,,
0.278091,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278099,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278107,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278115,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278123,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278131,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278139,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278147,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278155,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278163,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278171,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278179,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278187,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278195,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278203,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278211,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278219,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278227,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278235,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278243,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278251,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278259,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278267,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278283,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278291,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278299,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278307,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278315,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278323,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278331,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278339,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278347,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278355,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278363,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278371,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278379,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278387,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278395,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278403,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278411,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278419,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278427,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278435,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278443,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278451,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278459,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278467,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278483,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278491,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278499,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278507,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278515,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278523,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278531,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278539,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278547,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278555,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278563,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278571,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278579,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278587,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278595,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278603,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278611,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278619,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278627,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278635,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278643,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278651,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278659,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.278667,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.27973375,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27974175,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2797765,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.2797845,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2798165,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.2798245,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27985625,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27986425,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.279896,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.279904,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27993575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27994375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.27997575,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.27998375,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.2800155,SPI,MOSI, 0x00,  MISO, 0x21,,,,,,,
0.2800235,SPI,MOSI, 0x00,  MISO, 0xF2,,,,,,,
0.28005675,SPI,MOSI, 0x00,  MISO, 0x4A,,,,,,,
0.28006475,SPI,MOSI, 0x00,  MISO, 0xA1,,,,,,,
0.28007275,SPI,MOSI, 0x00,  MISO, 0x76,,,,,,,
0.28008075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28008875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28009675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28010475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28011275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28012075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28012875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28013675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28014475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28015275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28016075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28016875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28017675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28018475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28019275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28020075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28020875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28021675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28022475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28023275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28024075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28024875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28025675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28026475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28027275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28028075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28028875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28029675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28030475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28031275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28032075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28032875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28033675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28034475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28035275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28036075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28036875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28037675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28038475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28039275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28040075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28040875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28041675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28042475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28043275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28044075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28044875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28045675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28046475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28047275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28048075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28048875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28049675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28050475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28051275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28052075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28052875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28053675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28054475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28055275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28056075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28056875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28057675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28058475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28059275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28060075,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28060875,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28061675,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28062475,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
0.28063275,SPI,MOSI, 0x00,  MISO, 0x00,,,,,,,
